order_id,return_date,Category,Sales,Profit,Profit Margin,Margin Category,State,Customer Name,return_quantity,reason_returned
CA-2019-1645112,2019-08-20,Office Supplies,9.41,0.19,0.020191285866099893,Medium,Texas,Michael Dominguez,1,Wrong Item
CA-2019-164930,2019-12-18,Office Supplies,15.92,0.19,0.01193467336683417,Medium,Texas,Ed Braxton,1,Not Given
CA-2019-1670366,2019-09-22,Office Supplies,13.36,0.19,0.014221556886227546,Medium,Wisconsin,Rick Bensley,1,Wrong Item
CA-2019-1673969,2019-04-23,Office Supplies,16.52,0.29,0.017554479418886198,Medium,Indiana,Paul Lucas,1,Wrong Item
CA-2019-1766960,2019-01-22,Office Supplies,80.28,0.19,0.0023667164922770304,Medium,Texas,Sanjit Jacobs,1,Not Given
CA-2019-1772119,2019-11-01,Furniture,199.8,0.24,0.0012012012012012011,Medium,Wisconsin,Philip Brown,1,Wrong Color
CA-2019-1813642,2019-07-14,Office Supplies,11.39,0.29,0.02546093064091308,Medium,Texas,Linda Southworth,1,Wrong Item
CA-2019-1846299,2019-09-30,Office Supplies,24.45,0.1,0.00408997955010225,Medium,Texas,Carol Adams,1,Not Given
CA-2019-1943331,2019-02-22,Office Supplies,18.69,0.29,0.015516318887105402,Medium,Texas,Julia Dunbar,1,Not Needed
CA-2019-1990645,2019-12-04,Technology,32.7,0.19,0.005810397553516819,Medium,Michigan,Marina Lichtenstein,1,Wrong Item
CA-2019-2077007,2019-05-04,Furniture,1526.56,0.33,0.00021617230898228698,Medium,Illinois,Justin Deggeller,1,Not Given
CA-2019-2178745,2019-12-13,Office Supplies,64.96,0.29,0.004464285714285714,Medium,Texas,Mike Pelletier,1,Not Given
CA-2019-2184811,2019-12-29,Office Supplies,55.58,0.19,0.003418495861820799,Medium,Illinois,Russell D'Ascenzo,2,Not Given
CA-2019-2203339,2019-09-07,Office Supplies,113.94,0.1,0.0008776549060909251,Medium,Kansas,Saphhira Shifley,1,Wrong Item
CA-2019-2204594,2019-04-12,Office Supplies,153.6,0.1,0.0006510416666666667,Medium,Michigan,Lindsay Shagiari,1,Not Given
CA-2019-2399699,2019-09-01,Office Supplies,107.42,0.19,0.001768758145596723,Medium,Illinois,Nat Gilpin,1,Not Needed
CA-2019-2414832,2019-04-29,Office Supplies,478.24,0.29,0.0006063900970224154,Medium,Texas,Ken Lonsdale,1,Not Given
CA-2019-2420783,2020-01-09,Office Supplies,64.96,0.29,0.004464285714285714,Medium,Illinois,Mike Pelletier,1,Not Given
CA-2019-242643,2019-08-30,Furniture,32.36,0.24,0.007416563658838072,Medium,Texas,Cassandra Brandow,1,Wrong Item
CA-2019-2428456,2019-01-21,Office Supplies,14.4,0.29,0.020138888888888887,Medium,Illinois,Mick Hernandez,1,Not Given
CA-2019-2442597,2019-11-20,Office Supplies,30.0,0.0,0.0,Medium,Illinois,Ross DeVincentis,1,Wrong Item
CA-2019-2462162,2019-10-13,Office Supplies,198.72,0.05,0.0002516103059581321,Medium,Texas,Henry Goldwyn,1,Not Given
CA-2019-2510197,2019-11-15,Technology,499.17,0.1,0.0002003325520363804,Medium,Illinois,Peter McVee,1,Wrong Color
CA-2019-2520287,2019-09-18,Office Supplies,107.42,0.19,0.001768758145596723,Medium,Illinois,Nat Gilpin,1,Not Needed
CA-2019-2531568,2019-11-23,Technology,195.96,0.29,0.0014798938558889569,Medium,Texas,Alan Hwang,1,Wrong Color
CA-2019-2642518,2019-11-24,Office Supplies,7.54,0.29,0.03846153846153846,Medium,Texas,Frank Merwin,2,Not Given
CA-2019-2775251,2019-12-04,Technology,499.17,0.1,0.0002003325520363804,Medium,Texas,Peter McVee,1,Wrong Color
CA-2019-2847260,2020-01-03,Furniture,1586.69,0.33,0.0002079801347459176,Medium,Illinois,Theone Pippenger,1,Wrong Item
CA-2019-2877280,2019-06-30,Office Supplies,11.39,0.29,0.02546093064091308,Medium,Iowa,Linda Southworth,1,Wrong Item
CA-2019-2888207,2019-10-20,Office Supplies,25.12,0.29,0.011544585987261146,Medium,Nebraska,Sarah Foster,2,Not Given
CA-2019-2925125,2019-06-09,Furniture,477.3,0.24,0.000502828409805154,Medium,Illinois,Duane Noonan,1,Wrong Item
CA-2019-2964159,2019-08-17,Technology,824.95,0.19,0.0002303169889084187,Medium,Illinois,Gary Mitchum,1,Not Needed
CA-2019-3127267,2019-05-28,Office Supplies,8.96,0.29,0.032366071428571425,Medium,Texas,Sharelle Roach,1,Not Given
CA-2019-3182484,2019-08-25,Technology,1928.78,0.19,9.85078650753326e-05,Medium,Texas,Bill Eplett,1,Wrong Item
CA-2019-3269968,2019-07-20,Office Supplies,108.08,0.1,0.0009252405625462621,Medium,Michigan,Erica Hernandez,1,Wrong Item
CA-2019-3470178,2019-04-11,Furniture,892.22,0.33,0.00036986393490394745,Medium,Wisconsin,Bradley Talbott,1,Not Given
CA-2019-3526444,2019-12-17,Office Supplies,33.72,0.29,0.00860023724792408,Medium,Oklahoma,Dean Braden,1,Wrong Item
CA-2019-3680169,2019-11-25,Furniture,220.06,0.05,0.00022721076070162684,Medium,Minnesota,Dana Kaydos,1,Wrong Item
CA-2019-3732031,2019-01-29,Furniture,363.92,0.33,0.0009067927016926797,Medium,Michigan,William Brown,1,Wrong Item
CA-2019-3732648,2019-04-07,Office Supplies,478.24,0.29,0.0006063900970224154,Medium,Texas,Ken Lonsdale,1,Not Given
CA-2019-3835844,2019-10-20,Office Supplies,24.45,0.1,0.00408997955010225,Medium,Wisconsin,Carol Adams,1,Not Given
CA-2019-3867097,2019-11-11,Office Supplies,47.32,0.24,0.00507185122569738,Medium,Kansas,Lena Cacioppo,1,Wrong Color
CA-2019-3909267,2019-11-27,Office Supplies,101.84,0.29,0.002847604084838963,Medium,Oklahoma,Neil Knudson,1,Wrong Color
CA-2019-3930400,2019-02-22,Office Supplies,14.4,0.29,0.020138888888888887,Medium,Wisconsin,Mick Hernandez,1,Not Given
CA-2019-4297278,2019-11-26,Office Supplies,47.32,0.24,0.00507185122569738,Medium,Texas,Lena Cacioppo,1,Wrong Color
CA-2019-439775,2019-04-24,Office Supplies,27.5,0.29,0.010545454545454545,Medium,Texas,Sue Ann Reed,1,Wrong Color
CA-2019-4474666,2019-11-04,Office Supplies,1702.12,0.47,0.00027612624256809155,Medium,Texas,Jamie Kunitz,1,Not Needed
CA-2019-4555586,2019-04-20,Technology,214.95,0.19,0.0008839264945336126,Medium,Oklahoma,Benjamin Farhat,1,Not Given
CA-2019-4604186,2019-12-24,Office Supplies,72.45,0.1,0.0013802622498274672,Medium,Oklahoma,Jennifer Ferguson,1,Not Needed
CA-2019-4623352,2019-08-17,Furniture,4416.17,0.24,5.434573397310339e-05,Medium,Illinois,Tom Prescott,1,Wrong Item
CA-2019-4641401,2019-08-09,Office Supplies,24.64,0.1,0.004058441558441559,Medium,Illinois,Gary Mitchum,1,Not Needed
CA-2019-4665913,2019-11-01,Office Supplies,101.84,0.29,0.002847604084838963,Medium,Texas,Neil Knudson,1,Wrong Color
CA-2019-4697604,2019-12-24,Office Supplies,29.31,0.47,0.016035482770385533,Medium,Wisconsin,Michael Moore,1,Not Given
CA-2019-4705679,2019-12-02,Technology,76.75,0.19,0.00247557003257329,Medium,Texas,Lena Cacioppo,1,Not Given
CA-2019-4732006,2019-04-16,Office Supplies,27.5,0.29,0.010545454545454545,Medium,Texas,Sue Ann Reed,1,Wrong Color
CA-2019-4759273,2019-12-28,Office Supplies,19.6,0.19,0.009693877551020408,Medium,Wisconsin,Bruce Stewart,1,Wrong Item
CA-2019-4767752,2019-12-09,Technology,52.0,0.0,0.0,Medium,Michigan,Brosina Hoffman,1,Wrong Color
CA-2019-4963841,2019-09-08,Technology,1071.0,0.1,9.337068160597573e-05,Medium,Oklahoma,Logan Currie,1,Wrong Color
CA-2019-4988239,2019-11-15,Office Supplies,1633.14,0.14,8.572443268795083e-05,Medium,Indiana,Brian Moss,1,Not Given
CA-2019-5000970,2020-01-11,Office Supplies,19.6,0.19,0.009693877551020408,Medium,Illinois,Bruce Stewart,1,Wrong Item
CA-2019-5048030,2019-11-07,Office Supplies,181.86,0.29,0.001594633234356098,Medium,Illinois,Emily Phan,1,Not Given
CA-2019-5157475,2019-11-14,Office Supplies,181.86,0.29,0.001594633234356098,Medium,Texas,Emily Phan,1,Not Given
CA-2019-5194029,2019-10-11,Office Supplies,107.42,0.19,0.001768758145596723,Medium,Indiana,Nat Gilpin,1,Not Needed
CA-2019-5341524,2019-07-02,Office Supplies,95.92,0.29,0.0030233527939949956,Medium,Illinois,Caroline Jumper,1,Wrong Color
CA-2019-5370809,2019-01-14,Office Supplies,14.4,0.29,0.020138888888888887,Medium,Oklahoma,Mick Hernandez,1,Not Given
CA-2019-5408975,2019-04-16,Office Supplies,244.55,0.19,0.0007769372316499693,Medium,Indiana,Adrian Hane,1,Wrong Item
CA-2019-5448394,2019-04-12,Office Supplies,16.52,0.29,0.017554479418886198,Medium,Missouri,Paul Lucas,1,Wrong Item
CA-2019-5626125,2020-01-02,Office Supplies,60.12,0.19,0.0031603459747172324,Medium,Texas,Luke Foster,1,Wrong Item
CA-2019-5653060,2019-06-23,Office Supplies,14.7,0.29,0.019727891156462583,Medium,Wisconsin,George Zrebassa,1,Wrong Item
CA-2019-5693739,2019-10-09,Furniture,1478.27,0.38,0.00025705723582295523,Medium,Texas,Pete Kriz,1,Wrong Item
CA-2019-5764096,2019-04-19,Office Supplies,146.86,0.29,0.0019746697535067406,Medium,Texas,Christina VanderZanden,1,Wrong Item
CA-2019-5775632,2019-09-26,Office Supplies,107.42,0.19,0.001768758145596723,Medium,Illinois,Nat Gilpin,1,Not Needed
CA-2019-577770,2019-10-02,Office Supplies,56.98,0.29,0.005089505089505089,Medium,Texas,Roland Fjeld,1,Wrong Item
CA-2019-5795243,2019-11-19,Office Supplies,7.54,0.29,0.03846153846153846,Medium,Illinois,Frank Merwin,2,Not Given
CA-2019-5798909,2019-09-06,Technology,1626.19,0.29,0.00017833094533849057,Medium,Kansas,Anthony Rawles,1,Wrong Item
CA-2019-5801111,2019-12-30,Furniture,70.68,0.24,0.0033955857385398977,Medium,South Dakota,Sally Hughsby,1,Not Given
CA-2019-5812717,2019-08-31,Furniture,199.8,0.24,0.0012012012012012011,Medium,Wisconsin,Philip Brown,1,Wrong Color
CA-2019-587620,2019-05-15,Office Supplies,122.71,0.14,0.001140901312036509,Medium,Texas,Sally Knutson,1,Wrong Item
CA-2019-5970750,2019-12-05,Office Supplies,28.35,0.19,0.006701940035273368,Medium,Texas,Keith Herrera,1,Wrong Item
CA-2019-5988333,2019-08-12,Office Supplies,11.39,0.29,0.02546093064091308,Medium,Texas,Linda Southworth,1,Wrong Item
CA-2019-651808,2019-03-20,Furniture,21.12,0.24,0.011363636363636362,Medium,Wisconsin,Marina Lichtenstein,1,Wrong Color
CA-2019-69133,2019-11-10,Office Supplies,307.78,0.19,0.000617324062642147,Medium,Missouri,Anthony Jacobs,1,Not Given
CA-2019-69321,2019-12-07,Office Supplies,47.32,0.24,0.00507185122569738,Medium,Illinois,Lena Cacioppo,1,Wrong Color
CA-2019-81014,2019-03-25,Office Supplies,244.55,0.19,0.0007769372316499693,Medium,Texas,Adrian Hane,1,Wrong Item
CM-2019-6610,2019-04-04,Office Supplies,59.58,13.08,0.21953675730110775,Medium,Texas,Mike Caudle,1,Not Needed
EG-2019-4887880,2019-10-29,Technology,985.2,0.1,0.00010150223304912708,Medium,Texas,Emily Grady,1,Wrong Item
ES-2019-1078928,2019-09-21,Office Supplies,76.65,29.82,0.3890410958904109,High,Wisconsin,Neil Knudson,1,Not Given
ES-2019-1102143,2019-06-22,Office Supplies,61.32,0.1,0.0016307893020221789,Medium,Texas,Roland Fjeld,1,Wrong Item
ES-2019-1156371,2019-11-11,Office Supplies,117.6,0.19,0.0016156462585034015,Medium,Texas,Eric Barreto,1,Wrong Item
ES-2019-1261012,2019-06-27,Office Supplies,53.76,0.19,0.0035342261904761905,Medium,Illinois,Keith Dawkins,1,Not Given
ES-2019-1273513,2019-09-27,Office Supplies,43.83,0.29,0.006616472735569244,Medium,Minnesota,Bill Stewart,1,Wrong Item
ES-2019-1308570,2019-02-14,Office Supplies,112.5,0.05,0.00044444444444444447,Medium,Iowa,Lindsay Castell,1,Not Needed
ES-2019-14333,2020-01-06,Office Supplies,45.45,0.29,0.0063806380638063796,Medium,Illinois,Carol Adams,1,Wrong Color
ES-2019-146361,2019-11-11,Technology,465.24,0.19,0.00040839136789613963,Medium,Texas,Aleksandra Gannaway,1,Wrong Item
ES-2019-1524253,2019-07-01,Office Supplies,102.42,0.19,0.0018551064245264596,Medium,Illinois,Cynthia Delaney,1,Wrong Item
ES-2019-153513,2019-09-15,Office Supplies,405.09,0.05,0.00012342936137648425,Medium,Texas,Mitch Webber,1,Wrong Item
ES-2019-1573863,2019-08-24,Office Supplies,243.81,0.29,0.0011894508018539026,Medium,Illinois,Irene Maddox,1,Not Given
ES-2019-1620272,2019-02-06,Technology,828.55,0.38,0.00045863255084183216,Medium,Michigan,Thais Sissman,1,Not Given
ES-2019-1701039,2019-07-07,Office Supplies,87.24,0.0,0.0,Medium,Texas,Dean Braden,1,Wrong Item
ES-2019-1716136,2019-08-27,Office Supplies,103.14,0.19,0.0018421562924180726,Medium,Illinois,Julia West,1,Wrong Item
ES-2019-1795513,2019-08-06,Furniture,148.51,0.05,0.000336677664803717,Medium,Nebraska,Jason Fortune-,1,Wrong Item
ES-2019-1836490,2019-06-08,Office Supplies,146.79,0.29,0.0019756114176715037,Medium,Minnesota,Kean Nguyen,1,Wrong Item
ES-2019-1871830,2019-10-13,Office Supplies,43.83,0.29,0.006616472735569244,Medium,Illinois,Bill Stewart,1,Wrong Item
ES-2019-1879266,2019-09-13,Office Supplies,76.44,0.19,0.0024856096284667714,Medium,Minnesota,Bryan Spruell,1,Wrong Item
ES-2019-1921737,2019-04-16,Office Supplies,260.28,0.24,0.0009220839096357769,Medium,Wisconsin,Katrina Willman,1,Wrong Color
ES-2019-1969423,2019-08-01,Office Supplies,39.42,0.19,0.004819888381532217,Medium,Texas,Kristen Hastings,1,Not Needed
ES-2019-1973815,2019-07-01,Office Supplies,1023.12,0.05,4.887012276174838e-05,Medium,Texas,Eric Murdock,1,Wrong Color
ES-2019-202041,2019-01-29,Office Supplies,78.0,0.0,0.0,Medium,Illinois,Cindy Chapman,1,Wrong Item
ES-2019-2023674,2019-12-11,Office Supplies,228.75,0.29,0.00126775956284153,Medium,Illinois,Denny Joy,1,Wrong Color
ES-2019-204840,2019-12-11,Office Supplies,261.63,0.24,0.0009173259947253755,Medium,Texas,Greg Guthrie,1,Not Given
ES-2019-207853,2019-07-07,Office Supplies,61.92,0.29,0.004683462532299741,Medium,Minnesota,Skye Norling,1,Not Given
ES-2019-2113463,2019-05-22,Office Supplies,127.8,0.1,0.000782472613458529,Medium,Oklahoma,Sara Luxemburg,1,Wrong Color
ES-2019-2164645,2019-12-17,Office Supplies,27.09,0.29,0.010705057216685123,Medium,Texas,Andy Gerbode,1,Wrong Item
ES-2019-2170131,2019-12-22,Furniture,432.6,0.05,0.0001155802126675913,Medium,Illinois,Noel Staavos,1,Wrong Item
ES-2019-2276673,2019-05-30,Office Supplies,148.68,0.1,0.0006725854183481302,Medium,Illinois,Adam Bellavance,1,Not Needed
ES-2019-2305604,2019-11-07,Furniture,5729.35,0.33,5.759815685898051e-05,Medium,Texas,Harry Greene,1,Wrong Item
ES-2019-2373953,2020-01-07,Office Supplies,261.63,0.24,0.0009173259947253755,Medium,Texas,Greg Guthrie,1,Not Given
ES-2019-2381419,2019-07-11,Office Supplies,1023.12,0.05,4.887012276174838e-05,Medium,Texas,Eric Murdock,1,Wrong Color
ES-2019-2603220,2019-07-29,Office Supplies,473.31,0.29,0.0006127062601677547,Medium,Wisconsin,Jill Stevenson,1,Not Given
ES-2019-2678981,2019-07-23,Technology,465.24,0.19,0.00040839136789613963,Medium,Illinois,Sue Ann Reed,1,Wrong Item
ES-2019-2741646,2019-05-20,Office Supplies,126.9,0.29,0.002285263987391647,Medium,Illinois,Shaun Weien,1,Not Given
ES-2019-2892305,2019-03-05,Technology,711.86,0.38,0.000533812828365128,Medium,Texas,Toby Gnade,1,Wrong Item
ES-2019-3071565,2019-10-31,Office Supplies,322.2,0.29,0.0009000620732464307,Medium,Illinois,Chris Selesnick,1,Not Given
ES-2019-3179068,2019-03-22,Technology,670.95,0.1,0.00014904240256352933,Medium,Illinois,Don Jones,1,Wrong Color
ES-2019-3200978,2019-12-14,Office Supplies,322.2,0.29,0.0009000620732464307,Medium,Illinois,Chris Selesnick,1,Not Given
ES-2019-3209817,2020-01-03,Furniture,432.6,0.05,0.0001155802126675913,Medium,Indiana,Noel Staavos,1,Wrong Item
ES-2019-3220100,2019-06-07,Furniture,190.3,0.24,0.0012611665790856542,Medium,Texas,Frank Preis,1,Not Given
ES-2019-3224178,2019-10-13,Office Supplies,440.64,0.24,0.0005446623093681917,Medium,Missouri,Darren Powers,1,Not Given
ES-2019-3249830,2019-02-07,Office Supplies,113.82,0.05,0.0004392901071867862,Medium,Minnesota,Becky Pak,1,Wrong Item
ES-2019-3291940,2019-03-30,Office Supplies,190.98,0.05,0.0002618075191119489,Medium,Minnesota,Henry Goldwyn,1,Wrong Item
ES-2019-3305045,2019-01-22,Technology,4141.02,0.19,4.588241544353806e-05,Medium,Texas,Patrick O'Donnell,2,Wrong Item
ES-2019-3319612,2019-07-25,Office Supplies,147.75,0.0,0.0,Medium,Illinois,Roland Fjeld,1,Wrong Item
ES-2019-3385760,2019-11-30,Office Supplies,260.79,0.24,0.0009202806856091107,Medium,Indiana,Phillip Breyer,1,Wrong Item
ES-2019-3488063,2019-05-02,Office Supplies,744.07,0.24,0.00032255029768704554,Medium,Texas,Adrian Barton,1,Not Given
ES-2019-3563051,2020-01-07,Office Supplies,27.09,0.29,0.010705057216685123,Medium,Illinois,Andy Gerbode,1,Wrong Item
ES-2019-3568706,2019-09-22,Office Supplies,110.25,0.1,0.0009070294784580499,Medium,Illinois,Mark Packer,1,Not Needed
ES-2019-357360,2019-04-22,Office Supplies,571.32,0.29,0.0005075964433242315,Medium,Michigan,Laura Armstrong,1,Wrong Color
ES-2019-3598246,2019-07-24,Office Supplies,130.56,0.19,0.0014552696078431373,Medium,Illinois,Chris McAfee,1,Not Given
ES-2019-3606629,2019-09-15,Office Supplies,405.09,0.05,0.00012342936137648425,Medium,Wisconsin,Mitch Webber,1,Wrong Item
ES-2019-3641289,2019-11-11,Office Supplies,43.83,0.29,0.006616472735569244,Medium,Illinois,Bill Stewart,1,Wrong Item
ES-2019-3652110,2019-04-16,Furniture,113.94,0.05,0.00043882745304546256,Medium,Wisconsin,Alejandro Savely,1,Not Given
ES-2019-3669620,2019-06-04,Office Supplies,137.16,0.29,0.002114319043452902,Medium,Texas,Katrina Bavinger,1,Wrong Color
ES-2019-3694432,2019-01-22,Furniture,1816.95,0.19,0.00010457084674867222,Medium,Illinois,John Huston,1,Wrong Color
ES-2019-3714128,2019-07-10,Office Supplies,136.5,0.05,0.0003663003663003663,Medium,Texas,Ed Ludwig,1,Wrong Item
ES-2019-378073,2019-12-15,Furniture,618.3,0.33,0.0005337214944201844,Medium,Minnesota,Benjamin Venier,1,Not Given
ES-2019-3874730,2019-12-07,Office Supplies,45.45,0.29,0.0063806380638063796,Medium,Texas,Carol Adams,1,Wrong Color
ES-2019-3910669,2019-03-22,Office Supplies,155.92,0.05,0.00032067727039507445,Medium,Texas,Neola Schneider,1,Not Given
ES-2019-3967567,2019-09-28,Office Supplies,110.25,0.1,0.0009070294784580499,Medium,Minnesota,Mark Packer,1,Not Needed
ES-2019-4026391,2019-06-03,Office Supplies,137.16,0.29,0.002114319043452902,Medium,Michigan,Katrina Bavinger,1,Wrong Color
ES-2019-4117767,2019-07-09,Office Supplies,1428.84,0.24,0.00016796842193667592,Medium,Texas,Dave Kipp,1,Not Given
ES-2019-4262712,2019-05-08,Furniture,316.05,0.33,0.001044138585666825,Medium,Texas,Maria Bertelson,1,Wrong Item
ES-2019-4263819,2019-12-25,Office Supplies,151.88,0.05,0.0003292072688964973,Medium,Texas,Pete Kriz,1,Not Given
ES-2019-4314936,2019-11-19,Office Supplies,189.0,0.29,0.0015343915343915342,Medium,Oklahoma,Helen Wasserman,1,Not Given
ES-2019-4476447,2019-08-05,Technology,829.13,0.29,0.0003497642106786632,Medium,Texas,Heather Jas,1,Not Given
ES-2019-4502475,2019-04-12,Furniture,113.94,0.05,0.00043882745304546256,Medium,Texas,Alejandro Savely,1,Not Given
ES-2019-4630679,2019-08-31,Furniture,259.61,0.33,0.0012711374754439352,Medium,Illinois,Edward Nazzal,1,Not Needed
ES-2019-4665414,2019-01-26,Office Supplies,2711.7,0.28,0.0001032562599107571,Medium,Texas,Victoria Pisteka,1,Not Given
ES-2019-4745196,2019-11-04,Office Supplies,151.88,0.05,0.0003292072688964973,Medium,Missouri,Pete Kriz,1,Not Given
ES-2019-4755100,2019-02-04,Office Supplies,146.47,0.24,0.0016385607974329214,Medium,Texas,Emily Ducich,1,Wrong Item
ES-2019-4759125,2019-12-20,Technology,661.32,0.19,0.00028730417951974835,Medium,Texas,Deborah Brumfield,1,Wrong Color
ES-2019-4761545,2019-06-28,Furniture,175.88,0.05,0.00028428473959517855,Medium,Texas,Nora Pelletier,1,Wrong Item
ES-2019-4770926,2019-08-23,Technology,4473.0,0.29,6.483344511513526e-05,Medium,Illinois,Michael Stewart,1,Wrong Item
ES-2019-4840261,2019-07-10,Office Supplies,53.76,0.19,0.0035342261904761905,Medium,Texas,Keith Dawkins,1,Not Given
ES-2019-492691,2019-08-15,Office Supplies,243.81,0.29,0.0011894508018539026,Medium,Texas,Irene Maddox,1,Not Given
ES-2019-510919,2019-09-13,Technology,4473.0,0.29,6.483344511513526e-05,Medium,Texas,Michael Stewart,1,Wrong Item
ES-2019-5169696,2019-07-26,Office Supplies,39.42,0.19,0.004819888381532217,Medium,Texas,Kristen Hastings,1,Not Needed
ES-2019-5192757,2019-11-10,Office Supplies,117.6,0.19,0.0016156462585034015,Medium,Texas,Eric Barreto,1,Wrong Item
ES-2019-5218587,2019-09-29,Office Supplies,57.3,0.29,0.00506108202443281,Medium,Illinois,Kelly Andreada,1,Wrong Color
ES-2019-5229051,2019-07-26,Office Supplies,808.73,0.24,0.0002967615891583099,Medium,Texas,Toby Gnade,1,Wrong Item
ES-2019-5442118,2019-10-01,Furniture,290.2,58.0,0.1998621640248105,Medium,Texas,Cindy Schnelling,1,Wrong Color
ES-2019-5519757,2019-11-08,Furniture,432.6,0.05,0.0001155802126675913,Medium,Texas,Noel Staavos,1,Wrong Item
ES-2019-5579103,2019-09-17,Technology,351.09,0.24,0.0006835854054515936,Medium,Iowa,Eugene Hildebrand,1,Wrong Color
ES-2019-5614869,2020-01-07,Furniture,5729.35,0.33,5.759815685898051e-05,Medium,Michigan,Harry Greene,1,Wrong Item
ES-2019-5637797,2019-10-24,Office Supplies,322.2,0.29,0.0009000620732464307,Medium,Texas,Chris Selesnick,1,Not Given
ES-2019-567183,2019-04-05,Furniture,316.05,0.33,0.001044138585666825,Medium,Texas,Maria Bertelson,1,Wrong Item
ES-2019-570147,2019-10-04,Office Supplies,226.8,0.29,0.0012786596119929452,Medium,North Dakota,Joni Wasserman,1,Wrong Item
ES-2019-5715964,2019-12-21,Office Supplies,188.37,0.24,0.0012740882306099697,Medium,Missouri,Pauline Webber,1,Not Given
ES-2019-5741703,2019-12-23,Technology,785.91,0.29,0.0003689989947958418,Medium,Texas,Sibella Parks,1,Wrong Color
ES-2019-5747667,2019-06-29,Office Supplies,39.42,0.19,0.004819888381532217,Medium,Texas,Kristen Hastings,1,Not Needed
ES-2019-5784874,2019-11-04,Office Supplies,240.3,0.29,0.0012068248023304202,Medium,Michigan,Tim Brockman,1,Not Given
ES-2019-5940217,2019-08-16,Furniture,1216.53,0.19,0.00015618192728498271,Medium,Texas,Russell Applegate,1,Not Given
ES-2019-5986810,2019-05-01,Office Supplies,588.82,0.47,0.000798206582656839,Medium,Texas,Stuart Calhoun,1,Wrong Color
ES-2019-662370,2019-09-06,Office Supplies,289.71,0.29,0.001001001001001001,Medium,Texas,Lori Olson,1,Wrong Color
ES-2019-803228,2019-07-21,Technology,340.83,0.24,0.000704163365900889,Medium,Texas,Ben Ferrer,1,Not Given
ES-2019-8337,2019-10-08,Office Supplies,385.56,0.24,0.0006224712107065047,Medium,Michigan,Raymond Messe,1,Wrong Item
ES-2019-922827,2020-01-11,Technology,1120.77,0.29,0.00025875068033584053,Medium,Wisconsin,Deborah Brumfield,1,Wrong Item
ES-2019-971253,2019-07-06,Office Supplies,148.68,0.1,0.0006725854183481302,Medium,Indiana,Adam Bellavance,1,Not Needed
ES-2019-974650,2019-09-08,Technology,4876.88,0.29,5.946424763373304e-05,Medium,Illinois,Eugene Hildebrand,1,Not Given
